customer_type,customerid,first_purchase_date,locationid,name,zipcode
B2C,2151,2022-10-26,35,"Hubbard, Mcdaniel and Stephens",34015
B2C,2152,2020-10-06,36,Walters Inc,64392
B2B,2153,2022-07-22,37,"Hernandez, Kelley and Keller",52364
B2B,2154,2021-04-23,38,"Mcintyre, Thomas and Johnson",76984
B2C,2155,2024-11-12,39,Walters-Mitchell,16643
B2B,2156,2021-05-18,40,Fleming and Sons,23234
B2B,2157,2022-01-31,41,"Lynch, Cameron and Martin",74274
B2C,2158,2024-10-02,42,"Gamble, Baker and Mcdonald",60552
B2B,2159,2021-05-25,43,"Ruiz, Perry and Benitez",61066
B2C,2160,2022-06-26,44,Hill Group,81435
B2B,2161,2022-10-27,45,"Hall, Harper and Brown",89726
B2B,2162,2025-02-17,46,Pacheco Ltd,90177
B2B,2163,2024-12-16,1,Kelley PLC,89526
B2B,2164,2022-08-12,2,null,96514
B2C,2165,2021-10-27,3,Phillips-Johnson,INVALID_56303
B2B,2166,2020-08-14,4,"Mccullough, Hanson and Lindsey",80917
B2B,2167,2020-07-07,5,"West, Bishop and Brown",37189
B2C,2168,2022-06-17,6,"Ford, Hughes and Freeman",21075
B2B,2169,2023-07-06,7,"Murphy, Estrada and Lynch",72511
B2B,2170,2023-09-06,8,Smith Ltd,97058
B2B,2171,2023-06-01,9,"Long, Reilly and Bailey",55461
B2B,2172,2022-05-09,10,"Rodriguez, Gonzalez and Rodriguez",64147
B2B,2173,2024-08-19,11,"Fowler, Solis and Taylor",53721
B2B,2174,2022-02-05,12,Wilcox-Smith,70656
B2B,2175,2022-08-26,13,"Lam, Fox and Garcia",82087
B2C,2176,2024-10-05,14,"Smith, Benson and Keller",37034
B2B,2177,2021-11-22,15,"Wilkinson, Vasquez and Garcia",71687
B2B,2178,2023-12-09,16,"Mcmahon, Melton and Spencer",57622
B2B,2179,2023-08-08,17,Johnson-Ellison,58606
B2B,2180,2022-11-20,18,Scott-White,99676
B2B,2181,2023-11-18,19,"Miller, Johnson and Hahn",89490
B2C,2182,2024-07-03,20,"Reyes, Cole and Rivera",61517
B2C,2183,2023-02-26,21,"Barker, Smith and Ryan",80730
B2C,2184,2021-07-07,22,Martinez LLC,28691
B2C,2185,2023-09-16,23,"Rojas, Hogan and Thomas",80055
B2B,2186,2023-10-05,24,Hall-Jimenez,33962
B2C,2187,2022-07-04,25,Ayala LLC,46532
B2C,2188,2021-12-19,26,null,28214
B2C,2189,2022-05-20,27,Wolf-Davis,39650
B2B,2190,2020-09-16,28,"Graves, Gomez and Phillips",19821
B2C,2191,2021-05-03,29,"Hudson, Mendez and Diaz",83171
B2B,2192,2021-03-21,30,null,56946
B2C,2193,2020-05-30,31,Hughes and Sons,35466
B2B,2194,2025-03-13,32,Christensen-Mendez,52542
B2B,2195,2021-09-12,33,Gibbs Group,11535
B2C,2196,2020-12-09,34,"Bryant, Castillo and Tucker",49744
B2C,2197,2023-05-29,35,"Villarreal, Harris and Stewart",96925
B2C,2198,2023-04-12,36,Odom and Sons,76145
B2B,2199,2021-05-14,37,Hammond-Garcia,70028
B2C,2200,2024-06-13,38,Black-Romero,44231
B2C,2201,2022-04-19,39,Thompson PLC,20943
B2C,2202,2022-02-14,40,English LLC,01924
B2B,2203,2021-11-09,41,"Hernandez, Allison and Noble",26221
B2C,2204,2022-06-20,42,Richardson PLC,65596
B2B,2205,2022-11-08,43,Oliver-Martin,89802
B2B,2206,2022-12-15,44,"Yu, Moody and Fox",30338
B2B,2207,2024-03-27,45,Pitts-Mullen,52460
B2B,2208,2021-12-22,46,Schultz-Gutierrez,54346
B2C,2209,2021-06-15,1,"Morris, Rice and Small",11719
B2C,2210,2023-08-20,2,Jensen LLC,27402
B2C,2211,2022-07-27,3,"Smith, Cochran and Johnson",32762
B2C,2212,2020-09-11,4,Simmons-Ross,40141
B2B,2213,2023-04-18,5,Schmitt-Bennett,65783
B2C,2214,2020-10-14,6,Levine-Jones,62574
B2B,2215,2023-03-08,7,"Ellis, Mack and Jackson",46000
B2B,2216,2021-02-23,8,"Durham, Mitchell and Santiago",96524
B2C,2217,2021-12-19,9,Brown and Sons,68086
B2B,2218,2024-06-16,10,Schaefer-Kirby,79062
B2C,2219,2021-01-23,11,"Miller, Manning and Barnes",25246
B2B,2220,2023-07-09,12,"Stephenson, Hensley and Moore",21472
B2B,2221,2021-09-21,13,Jones PLC,63013
B2B,2222,2021-10-06,14,Price-Ryan,77076
B2B,2223,2021-07-16,15,"Davis, Sparks and Mata",72291
B2B,2224,2022-10-16,16,"Bell, Alvarez and Norman",INVALID_55220
B2B,2225,2024-06-20,17,Griffith LLC,97177
B2B,2226,2020-12-17,18,Jones-Sanchez,02150
B2B,2227,2021-03-27,19,Martin LLC,90315
B2B,2228,2022-12-04,20,Bradley Ltd,67431
B2C,2229,2023-12-19,21,Clark Group,70491
B2C,2230,2021-09-27,22,"Daniel, Davis and Robinson",46854
B2B,2231,2022-08-29,23,Guzman and Sons,15945
B2C,2232,2022-08-20,24,"Ryan, Banks and Holmes",70985
B2C,2233,2020-09-28,25,Simmons-Marks,27935
B2B,2234,2023-03-01,26,Collins and Sons,36794
B2B,2235,2024-02-26,27,"Jimenez, Cherry and Marsh",66631
B2B,2236,2021-07-23,28,Johnson LLC,INVALID_91015
B2B,2237,2024-05-03,29,Case LLC,75960
B2B,2238,2024-10-21,30,"Myers, Mcbride and Frank",55028
B2B,2239,2024-09-19,31,Greene and Sons,87306
B2C,2240,2021-08-07,32,"Osborn, Jones and Powers",68557
B2B,2241,2023-10-07,33,"Sullivan, Hoffman and Wilkinson",88290
B2B,2242,2023-11-12,34,Foster LLC,02392
B2C,2243,2022-01-20,35,"Bailey, Miller and Peters",58798
B2B,2244,2025-02-18,36,Newman-Johnson,58615
B2B,2245,2023-07-13,37,Phillips PLC,58989
B2B,2246,2021-09-19,38,Manning-Armstrong,42452
B2C,2247,2024-12-03,39,Macdonald PLC,46434
B2C,2248,2022-10-07,40,King-Watson,23037
B2C,2249,2025-01-26,41,Watson-Burton,INVALID_30211
B2C,2250,2022-04-04,42,null,11477
B2C,2251,2022-01-25,43,Perez LLC,80953
B2C,2252,2020-12-09,44,Barajas Inc,59749
B2B,2253,2023-11-12,45,"Villanueva, Johnson and Walter",96384
B2B,2254,2022-05-15,46,Randolph-Franco,25982
B2C,2255,2024-06-08,1,Jones-Medina,32252
B2C,2256,2024-09-30,2,Singh Ltd,52177
B2B,2257,2024-10-02,3,Lopez Group,87350
B2C,2258,2022-10-28,4,Herring-Pearson,74750
B2B,2259,2022-07-10,5,"Waters, Rodriguez and Fields",28796
B2B,2260,2022-04-12,6,Barrera-Maxwell,60778
B2B,2261,2020-09-29,7,May Inc,54596
B2C,2262,2023-07-14,8,Franklin-Taylor,03971
B2C,2263,2020-07-02,9,Klein-Pratt,28812
B2C,2264,2024-10-19,10,Miller-Cooley,38475
B2B,2265,2022-06-06,11,"Sanders, Berry and Lyons",23613
B2B,2266,2022-07-04,12,Mcpherson-Jacobs,53730
B2B,2267,2022-08-14,13,Ware-Williams,70228
B2B,2268,2021-02-02,14,"Hernandez, Wolf and Wood",INVALID_62402
B2C,2269,2025-03-13,15,"Jones, Gomez and Hammond",46235
B2B,2270,2021-10-10,16,"Smith, Ross and Walls",77251
B2B,2271,2024-10-25,17,"Rodgers, Kidd and Hamilton",14840
B2B,2272,2024-02-24,18,"Browning, Phillips and Carpenter",07933
B2B,2273,2021-05-21,19,Brown and Sons,52329
B2C,2274,2023-09-28,20,Johnson-Johnson,97230
B2C,2275,2021-06-02,21,"Hughes, Brown and Johnson",17499
B2B,2276,2023-03-07,22,Soto and Sons,06414
B2C,2277,2022-12-19,23,Riley-Mcneil,68588
B2C,2278,2024-02-28,24,Johnson and Sons,61091
B2C,2279,2021-07-31,25,Moore-Johnson,18865
B2B,2280,2022-03-28,26,"Miller, Hayes and Pineda",24875
B2B,2281,2021-04-26,27,"Hinton, Johnson and Powell",83736
B2C,2282,2023-09-23,28,Li-Adams,60599
B2B,2283,2022-11-17,29,"Rhodes, Evans and Diaz",44949
B2C,2284,2020-12-18,30,Huffman-Madden,74256
B2C,2285,2021-08-17,31,null,41746
B2C,2286,2024-03-27,32,"Thomas, Wilkerson and Bradley",43808
B2B,2287,2023-04-30,33,"Barnes, Shah and Morgan",50571
B2C,2288,2023-05-25,34,Neal PLC,66218
B2B,2289,2023-02-27,35,"Fitzgerald, Sharp and Hernandez",95273
B2B,2290,2021-08-01,36,Murray Inc,83798
B2B,2291,2022-10-23,37,Bean Group,67103
B2C,2292,2023-04-20,38,Aguilar Ltd,04076
B2C,2293,2024-12-25,39,"Allison, Edwards and Moore",41107
B2C,2294,2021-09-08,40,Allen-Baxter,85432
B2B,2295,2022-04-11,41,Jackson Group,50014
B2C,2296,2020-05-04,42,Reese-Coleman,30567
B2C,2297,2023-02-19,43,Mcguire and Sons,30561
B2B,2298,2025-04-25,44,Stevens-Conley,43695
B2B,2299,2020-06-02,45,Reed-Velazquez,25504
B2B,2300,2024-06-11,46,Hurley LLC,03052
B2C,2301,2021-04-05,1,"Love, Randall and Cochran",57704
B2B,2302,2022-08-11,2,Hernandez-Vasquez,71089
B2B,2303,2024-12-01,3,Caldwell-Carey,24594
B2B,2304,2021-01-20,4,"Allen, Hughes and Owens",81936
B2C,2305,2022-04-20,5,Pierce Ltd,98021
B2B,2306,2021-05-19,6,Griffith Group,91242
B2B,2307,2020-08-25,7,"Murillo, Allen and Sandoval",09410
B2B,2308,2023-09-22,8,Rodriguez and Sons,57235
B2B,2309,2020-05-27,9,Rodriguez LLC,04041
B2C,2310,2020-12-22,10,"Mccormick, Ruiz and Johnson",85096
B2C,2311,2024-03-23,11,Farmer-Mclean,10160
B2B,2312,2022-02-23,12,Smith-Banks,34987
B2C,2313,2022-11-10,13,Miller Group,92096
B2C,2314,2023-05-19,14,"Frederick, Kim and Brown",36073
B2B,2315,2022-09-11,15,"Petty, Cox and Lee",64052
B2B,2316,2021-03-09,16,Irwin LLC,44826
B2B,2317,2022-01-07,17,Goodman-Moore,74306
B2C,2318,2021-02-09,18,Jacobs LLC,56500
B2C,2319,2023-04-13,19,"Hall, Burnett and King",78698
B2C,2320,2024-01-17,20,Williams-Martin,99867
B2B,2321,2022-11-08,21,Patrick-Smith,69765
B2B,2322,2024-07-20,22,Pierce Ltd,83565
B2C,2323,2021-04-12,23,null,06357
B2C,2324,2023-12-08,24,Nolan-Glass,18205
B2C,2325,2020-06-06,25,"Price, Larson and Garcia",70646
B2C,2326,2021-10-10,26,Wilson Ltd,24019
B2C,2327,2020-08-19,27,Farmer Group,52734
B2C,2328,2025-04-23,28,Gutierrez and Sons,86327
B2C,2329,2021-04-18,29,"Martin, Anderson and Morgan",05385
B2C,2330,2024-09-17,30,"Dillon, Butler and Wiggins",29523
B2B,2331,2022-02-24,31,Sandoval PLC,68695
B2C,2332,2020-10-31,32,"Russell, Hill and Wilson",INVALID_38444
B2B,2333,2024-03-31,33,Wilson and Sons,61340
B2B,2334,2021-09-06,34,"Booker, Daniels and Fisher",75865
B2B,2335,2025-04-08,35,"Combs, Hall and Rojas",44795
B2C,2336,2023-11-21,36,"Hanson, Francis and Davidson",74702
B2C,2337,2024-08-07,37,Martinez Group,48194
B2C,2338,2024-10-29,38,"Wilson, Blankenship and Bryant",35330
B2C,2339,2021-03-06,39,Smith PLC,63865
B2C,2340,2025-01-27,40,Carter Ltd,57938
B2B,2341,2021-12-11,41,"Jones, Roberts and Frederick",07012
B2C,2342,2022-08-11,42,"Stone, Gomez and White",14894
B2C,2343,2024-11-17,43,null,09582
B2B,2344,2024-06-25,44,null,62819
B2B,2345,2024-05-26,45,Smith and Sons,06604
B2B,2346,2025-04-01,46,"Mcdonald, Stafford and Smith",INVALID_69765
B2B,2347,2020-08-22,1,Villanueva Ltd,60328
B2B,2348,2021-03-27,2,Patel Group,82556
B2C,2349,2021-02-14,3,Smith Group,73814
B2B,2350,2023-01-17,4,Reed-Steele,17322
B2C,2351,2021-01-03,5,Knight and Sons,20566
B2C,2352,2023-03-18,6,Thomas and Sons,77073
B2B,2353,2024-04-14,7,"Mcdonald, Nichols and Acosta",45956
B2B,2354,2023-03-05,8,"Thompson, Martin and Pena",63739
B2C,2355,2023-07-21,9,Chavez-Wright,INVALID_31886
B2B,2356,2021-10-09,10,Aguilar-Flores,06583
B2B,2357,2020-07-01,11,Henry-Kelly,67156
B2C,2358,2023-11-12,12,Dunn Ltd,03708
B2C,2359,2021-12-30,13,null,30033
B2C,2360,2022-07-09,14,Salazar PLC,20494
B2B,2361,2023-11-10,15,null,90759
B2B,2362,2025-01-03,16,"Grimes, Higgins and Sandoval",21261
B2C,2363,2023-11-15,17,Dixon Inc,INVALID_57004
B2B,2364,2024-03-02,18,"Page, Mclaughlin and Wilson",94377
B2B,2365,2021-04-02,19,Potts-Farmer,50640
B2B,2366,2020-10-12,20,Yang Inc,56947
B2B,2367,2023-01-01,21,Long-Gibson,INVALID_25188
B2C,2368,2021-12-29,22,Miller-Reyes,88909
B2B,2369,2025-02-19,23,Nguyen-Rocha,22033
B2C,2370,2023-07-02,24,Sanders Ltd,87236
B2B,2371,2023-10-16,25,Ruiz-Guerra,79396
B2C,2372,2020-10-22,26,"Dixon, Stephens and Smith",55031
B2C,2373,2022-04-02,27,"Morales, Roman and Neal",82348
B2C,2374,2020-11-09,28,null,83804
B2C,2375,2021-12-23,29,"Nelson, Ellis and Taylor",22267
B2B,2376,2024-04-18,30,Mckinney LLC,42772
B2C,2377,2023-12-02,31,Wall-Costa,71996
B2B,2378,2023-03-07,32,Cox Ltd,21536
B2C,2379,2023-10-15,33,Herman-Nguyen,88830
B2B,2380,2020-05-07,34,"Miller, Thomas and Bailey",35018
B2C,2381,2024-10-28,35,Cook and Sons,82345
B2C,2382,2023-12-26,36,Hill Inc,93165
B2B,2383,2022-12-10,37,Cortez-Horton,32405
B2C,2384,2021-01-06,38,Horn and Sons,71221
B2B,2385,2024-01-14,39,"Torres, Jackson and James",84998
B2B,2386,2024-10-21,40,Singh-Roth,22542
B2C,2387,2020-08-30,41,"Jordan, Melendez and Cohen",39180
B2C,2388,2021-12-06,42,Vang-Torres,75802
B2C,2389,2022-11-14,43,Garrett-Pratt,20866
B2C,2390,2024-06-20,44,"Edwards, Wilson and Blair",28483
B2C,2391,2025-02-13,45,Leon PLC,95221
B2B,2392,2022-06-20,46,"Long, Ramos and Freeman",32994
B2B,2393,2023-08-26,1,"Mann, Ellis and Martinez",72894
B2C,2394,2021-08-12,2,"Jackson, Reyes and Williams",06448
B2B,2395,2022-06-01,3,Russell-Chapman,09873
B2C,2396,2023-05-28,4,Hill-Wells,49961
B2C,2397,2023-03-19,5,Rice-Hunt,11914
B2B,2398,2024-09-02,6,Hall LLC,56596
B2C,2399,2022-04-12,7,Fuller PLC,18329
B2C,2400,2024-03-31,8,"Crane, Marshall and Porter",41193
B2B,2401,2020-07-21,9,"Sanders, Gutierrez and Jackson",61870
B2C,2402,2024-10-24,10,Davidson-Ford,65785
B2B,2403,2024-04-06,11,Hansen and Sons,81269
B2B,2404,2020-09-11,12,Harris-Clements,01018
B2C,2405,2022-08-07,13,Zuniga and Sons,70807
B2B,2406,2022-09-09,14,Waters-Collins,83163
B2C,2407,2021-03-05,15,Hester-Hughes,25764
B2B,2408,2024-07-23,16,null,96656
B2B,2409,2023-02-03,17,"Thornton, Phillips and Garcia",82855
B2B,2410,2021-03-09,18,Davis Ltd,72844
B2B,2411,2024-10-18,19,"Evans, Frazier and Turner",36628
B2C,2412,2023-02-17,20,Garcia Ltd,74460
B2C,2413,2024-07-21,21,Hudson-Holland,09124
B2C,2414,2021-01-26,22,"Hogan, Webster and Richards",52113
B2C,2415,2024-07-10,23,"Diaz, Rodgers and Dunn",98643
B2B,2416,2023-01-20,24,Powell-Smith,59154
B2C,2417,2024-09-25,25,Mcbride Ltd,94665
B2B,2418,2020-09-13,26,"Ellison, Santos and Velasquez",10527
B2B,2419,2024-03-22,27,Cardenas-Walker,67512
B2B,2420,2020-12-19,28,Morales and Sons,53464
B2B,2421,2022-05-06,29,Brown-Glover,07936
B2B,2422,2023-06-27,30,Baker LLC,76290
B2B,2423,2024-08-29,31,Nguyen-Rubio,20514
B2C,2424,2023-03-12,32,Wilson-Rodriguez,10485
B2C,2425,2023-05-27,33,"Sparks, Rodriguez and Hernandez",32729
B2C,2426,2021-06-01,34,"White, Newton and Rose",08595
B2C,2427,2024-04-26,35,"Holmes, Rogers and Holden",INVALID_39587
B2B,2428,2025-01-05,36,Johnson-Mcbride,56498
B2B,2429,2023-07-20,37,"Doyle, Shields and Beard",80748
B2C,2430,2023-01-01,38,Jones-Chen,09384
B2C,2431,2023-06-24,39,Dawson LLC,37579
B2B,2432,2023-07-30,40,Cook-Alexander,70192
B2C,2433,2024-08-09,41,"Williams, Holden and Mora",56558
B2B,2434,2024-01-02,42,"Johnson, Boone and French",19823
B2B,2435,2022-03-12,43,Jimenez-Figueroa,18828
B2C,2436,2022-07-30,44,Pham-Brooks,76768
B2C,2437,2023-12-06,45,Zavala LLC,19268
B2C,2438,2024-01-16,46,Holden and Sons,04153
B2C,2439,2023-10-03,1,Ramirez-Thompson,26781
B2B,2440,2023-02-19,2,Hughes-Brown,41802
B2B,2441,2024-02-15,3,Campos-Schmidt,64176
B2B,2442,2020-06-04,4,Williams-Brown,INVALID_37573
B2C,2443,2024-10-17,5,"Dalton, Mann and Jenkins",75134
B2C,2444,2024-10-08,6,Wilson-Smith,96733
B2B,2445,2023-05-15,7,Carr Inc,93845
B2B,2446,2022-05-05,8,Giles-Hogan,44821
B2C,2447,2022-05-04,9,"Thompson, Beck and Ellison",76575
B2C,2448,2024-07-02,10,"Nichols, Lewis and Sandoval",72224
B2C,2449,2023-09-06,11,"Campbell, Ramirez and Mitchell",52528
B2B,2450,2023-07-25,12,Weaver and Sons,98355
B2C,2451,2021-04-24,13,Ayala-Bell,INVALID_23048
B2B,2452,2022-08-13,14,"Hatfield, Williams and Walls",29763
B2B,2453,2022-05-22,15,Johnson-Schneider,06877
B2B,2454,2020-04-28,16,Christensen-Douglas,86052
B2B,2455,2021-08-20,17,Waters Inc,72311
B2C,2456,2022-05-25,18,"Saunders, Boone and Porter",96630
B2C,2457,2023-12-24,19,Johnson and Sons,31525
B2B,2458,2022-11-17,20,"Farrell, Alvarado and Moreno",69818
B2C,2459,2024-01-11,21,Vaughan Group,34561
B2C,2460,2022-08-26,22,Holland-Brown,20452
B2C,2461,2023-02-23,23,Davenport PLC,09081
B2C,2462,2023-11-10,24,"Roman, Schultz and Pacheco",96473
B2C,2463,2024-04-30,25,"Fuller, Daniels and Walls",63684
B2C,2464,2024-08-25,26,Cabrera LLC,79353
B2B,2465,2023-03-30,27,Berger-Barry,56841
B2C,2466,2024-11-19,28,Castillo-Parks,16464
B2B,2467,2023-01-01,29,"Warner, Mccoy and Robinson",13888
B2C,2468,2020-10-11,30,"Gilmore, Pena and Nelson",75195
B2B,2469,2022-09-16,31,null,06987
B2C,2470,2021-06-27,32,Harding-Williams,38669
B2C,2471,2023-11-27,33,Martin-Jordan,42051
B2C,2472,2021-12-29,34,null,46930
B2B,2473,2025-04-24,35,Roy-Stanley,83827
B2C,2474,2023-02-09,36,Hartman Group,55464
B2C,2475,2022-01-03,37,"Sims, Humphrey and Smith",68930
B2B,2476,2023-04-15,38,Robbins Group,11282
B2B,2477,2023-10-10,39,Lowe Group,33936
B2B,2478,2023-07-23,40,Orr-Walls,97500
B2B,2479,2020-09-07,41,Matthews Group,04366
B2B,2480,2020-06-03,42,Trevino Group,22242
B2C,2481,2023-07-11,43,Davis and Sons,08187
B2B,2482,2024-02-25,44,Davis LLC,98324
B2B,2483,2025-01-13,45,Gates-Morales,35774
B2B,2484,2021-02-01,46,Marshall-Benson,78858
B2C,2485,2024-09-24,1,Oconnell LLC,27116
B2C,2486,2021-07-27,2,"Mcbride, Mckinney and Davis",01644
B2B,2487,2020-09-19,3,Smith-Johnson,80385
B2B,2488,2024-10-03,4,Donaldson-Lopez,INVALID_74824
B2B,2489,2022-05-03,5,"Shelton, Hunt and Wolfe",82527
B2C,2490,2021-09-12,6,"Blackwell, Hamilton and Charles",46994
B2C,2491,2023-03-23,7,Martin-Hall,86725
B2C,2492,2022-10-08,8,Spencer PLC,49530
B2C,2493,2020-10-25,9,"Johnson, Robinson and Briggs",03726
B2B,2494,2020-10-13,10,Harrington LLC,63000
B2C,2495,2021-04-15,11,Watson Ltd,16502
B2B,2496,2024-07-15,12,Conley-Hudson,00856
B2C,2497,2022-08-08,13,"Garcia, Reynolds and Liu",51291
B2C,2498,2025-04-08,14,Hogan-Black,69229
B2C,2499,2022-08-17,15,Cooper Group,84343
B2C,2500,2024-01-13,16,Woodward-French,INVALID_49844
B2C,5001,2023-05-25,33,Frank Inc,15150
B2B,5002,2023-07-11,34,"Boone, Alvarado and Anderson",09169
B2C,5003,2022-09-01,35,Mccoy-Medina,39096
B2B,5004,2022-08-14,36,Webb Inc,94093
B2C,5005,2021-11-03,37,Barnes Group,15811
B2C,5006,2021-07-26,38,Gill PLC,26426
B2C,5007,2021-04-26,39,Solomon PLC,15182
B2C,5008,2021-03-05,40,Martin Group,03430
B2B,5009,2021-08-20,41,Lee-Simmons,54931
B2B,5010,2022-03-23,42,Mendez and Sons,72105
B2B,5011,2025-02-09,43,Pitts and Sons,77408
B2C,5012,2022-07-06,44,Rice Group,41859
B2B,5013,2024-11-08,45,Dixon-Paul,67584
B2B,5014,2024-05-22,46,"Richard, Day and Palmer",18940
B2B,5015,2024-05-15,1,"Dominguez, Stewart and Gallagher",78511
B2B,5016,2021-03-18,2,Nielsen PLC,88008
B2C,5017,2022-03-01,3,West Group,09930
B2C,5018,2020-09-01,4,"Sullivan, Wade and Terry",36735
B2B,5019,2024-02-26,5,"Massey, Wilson and Haley",73124
B2C,5020,2024-09-24,6,Parrish-Hall,74630
B2C,5021,2021-11-06,7,Pittman-Ramsey,02298
B2C,5022,2021-02-18,8,"Watkins, Savage and Hanson",06235
B2B,5023,2022-08-23,9,"Brown, Reid and Gray",73350
B2B,5024,2020-09-30,10,Mcdaniel Group,28161
B2C,5025,2024-08-19,11,Franklin-Jackson,78645
B2B,5026,2022-04-13,12,"Nelson, Gilbert and Haney",39535
B2B,5027,2021-03-18,13,"Smith, Callahan and Malone",INVALID_58144
B2C,5028,2021-05-03,14,Douglas-Wilson,70789
B2B,5029,2025-02-26,15,Mendez-Grant,52100
B2B,5030,2021-08-12,16,Curry and Sons,28000
B2C,5031,2023-10-28,17,Henry-Adams,34408
B2B,5032,2024-10-13,18,Harrison-Gallegos,63761
B2B,5033,2024-10-21,19,Gutierrez PLC,67827
B2C,5034,2022-07-04,20,"Greene, Chandler and Manning",84424
B2B,5035,2021-08-30,21,"Phelps, Hernandez and Allen",15136
B2B,5036,2022-11-07,22,Miller-Fields,73825
B2C,5037,2024-03-14,23,"Daniel, Williams and Humphrey",23942
B2B,5038,2020-07-11,24,"Collins, Andrews and Smith",25693
B2C,5039,2023-10-11,25,Baker-Hess,69336
B2C,5040,2021-03-21,26,"Collins, Harvey and Gregory",INVALID_22059
B2B,5041,2022-11-18,27,Chang-Kelly,16039
B2B,5042,2024-08-21,28,"Bailey, Coleman and Watts",87147
B2C,5043,2024-02-24,29,Wells and Sons,63794
B2C,5044,2021-07-13,30,null,00537
B2C,5045,2023-11-10,31,Thomas-Russell,73643
B2C,5046,2022-03-18,32,Vargas LLC,01302
B2C,5047,2023-09-26,33,Meyer Group,30656
B2C,5048,2022-06-25,34,Allen-Conway,75869
B2C,5049,2021-12-31,35,Bates-Norton,55039
B2B,5050,2023-07-20,36,Colon Group,85930
B2B,5051,2023-06-01,37,Morgan-Carter,39892
B2B,5052,2024-06-06,38,null,INVALID_85761
B2C,5053,2021-12-18,39,Hester-Arroyo,70279
B2B,5054,2020-08-06,40,Carpenter-Cummings,29215
B2C,5055,2022-11-07,41,Jones LLC,84525
B2B,5056,2022-09-04,42,Anderson Inc,29746
B2C,5057,2024-09-30,43,"Knapp, Lang and Hanson",25444
B2C,5058,2023-09-30,44,"Rivera, Henry and Sandoval",77614
B2C,5059,2020-07-09,45,Irwin-Collins,17250
B2B,5060,2022-03-31,46,Miller Group,86831
B2B,5061,2024-09-26,1,"Valencia, Pena and Washington",37761
B2B,5062,2023-06-11,2,Norris Inc,23055
B2C,5063,2023-04-05,3,Gonzalez LLC,47262
B2C,5064,2022-12-17,4,"Nelson, Parks and Ashley",35323
B2C,5065,2020-07-11,5,Cook-Gray,03422
B2B,5066,2024-04-23,6,"Berry, Walker and Carroll",76474
B2B,5067,2022-08-10,7,Todd-Lawson,98698
B2C,5068,2021-12-02,8,Mosley-Fisher,47483
B2C,5069,2020-05-05,9,"Rivera, Cohen and Jones",24560
B2B,5070,2024-05-28,10,Maxwell PLC,95823
B2C,5071,2022-04-16,11,Bautista-Morrison,41515
B2C,5072,2021-12-08,12,Parker Group,86458
B2C,5073,2022-03-25,13,"Craig, Turner and Smith",49720
B2C,5074,2023-03-05,14,"Herrera, Ballard and Sutton",01658
B2C,5075,2020-06-16,15,"Perkins, Johnson and Clark",80024
B2B,5076,2024-05-30,16,Contreras-Powers,12297
B2C,5077,2020-10-07,17,Hardin-Jones,62176
B2C,5078,2024-08-15,18,Lawson-Randolph,51087
B2C,5079,2022-08-23,19,Cochran-Hancock,33783
B2B,5080,2023-09-05,20,Norton-Baker,65220
B2B,5081,2022-04-14,21,"Burton, Smith and Lopez",01607
B2C,5082,2025-04-26,22,Perez PLC,48475
B2B,5083,2021-06-01,23,Jones Inc,05562
B2B,5084,2022-12-16,24,"Webster, Lang and Norton",39262
B2B,5085,2021-10-13,25,"Matthews, Estrada and Greene",59487
B2B,5086,2023-12-08,26,Carroll and Sons,95146
B2C,5087,2020-08-14,27,Higgins Inc,82728
B2C,5088,2022-03-18,28,"Shepherd, Leblanc and Anderson",12686
B2C,5089,2022-05-27,29,"Beck, Campbell and Miller",48705
B2B,5090,2024-10-14,30,"Gardner, Gonzalez and Brown",27136
B2B,5091,2025-02-09,31,"Wong, Richmond and King",55764
B2C,5092,2024-02-12,32,Johnson Inc,06655
B2B,5093,2023-10-25,33,"Prince, Raymond and Ortiz",56681
B2B,5094,2024-04-24,34,"Hayes, Hansen and Davis",INVALID_64320
B2B,5095,2023-06-30,35,Garcia and Sons,INVALID_54926
B2C,5096,2020-06-16,36,Fox Group,49990
B2B,5097,2024-05-15,37,Hanson-Ortega,76372
B2B,5098,2023-01-23,38,Reyes PLC,08717
B2C,5099,2023-08-03,39,Kelly-Adams,17923
B2C,5100,2020-11-27,40,Briggs-Boyd,89862
B2B,5101,2023-11-29,41,null,98523
B2B,5102,2020-09-16,42,Rose Inc,49052
B2C,5103,2021-01-23,43,Johnston-Stephens,22030
B2C,5104,2021-12-09,44,Baker PLC,56608
B2C,5105,2023-07-06,45,"Steele, Ellison and Rivera",21017
B2C,5106,2024-01-25,46,Morris-Ross,INVALID_80425
B2C,5107,2022-08-24,1,"Fox, Davis and Dunn",16437
B2C,5108,2023-09-24,2,Dyer Ltd,35384
B2B,5109,2020-05-10,3,"Rodgers, Robinson and Olson",30892
B2C,5110,2023-01-26,4,null,84048
B2C,5111,2022-11-23,5,"Thomas, Barnes and Johnson",04588
B2B,5112,2020-08-07,6,"Glenn, Sullivan and Taylor",38679
B2B,5113,2020-05-22,7,Cruz Inc,92804
B2B,5114,2024-12-18,8,Gomez-Howard,25126
B2B,5115,2022-02-22,9,Sullivan Group,87680
B2C,5116,2023-06-05,10,"Bowman, Gill and Anderson",59664
B2B,5117,2021-10-08,11,Sawyer LLC,26774
B2B,5118,2025-02-04,12,Norman-Bell,13284
